company_id,company_name,company_url
1,Mrsool,https://himalayas.app/companies/mrsool
2,SafeLease,https://himalayas.app/companies/safelease
3,"Codest Ltd. Company No. 12590542, VAT number: GB363431020",https://himalayas.app/companies/codest-ltd-company-no-12590542-vat-number-gb363431020
4,Comfrt,https://himalayas.app/companies/comfrt
5,Eqvilent,https://himalayas.app/companies/eqvilent
6,Chainlink Labs,https://himalayas.app/companies/chainlink-labs
7,Campact e.V.,https://himalayas.app/companies/campact-e-v
8,YipitData,https://himalayas.app/companies/yipitdata
9,DaVita Kidney Care,https://himalayas.app/companies/davita-kidney-care
10,Turtles,https://himalayas.app/companies/turtles
11,ICF,https://himalayas.app/companies/icf
12,Mondelēz International,https://himalayas.app/companies/mondelez-international
13,E&C,https://himalayas.app/companies/e-c
14,Remote World,https://himalayas.app/companies/remote-world
15,GAN,https://himalayas.app/companies/gan
16,DataSolutions,https://himalayas.app/companies/datasolutions
17,The League,https://himalayas.app/companies/the-league
18,Improvado,https://himalayas.app/companies/improvado
19,Hack The Box,https://himalayas.app/companies/hack-the-box
20,Urrly,https://himalayas.app/companies/urrly
21,Loopback Analytics,https://himalayas.app/companies/loopback-analytics
22,Array,https://himalayas.app/companies/array
23,Dwelly,https://himalayas.app/companies/dwelly
24,Hire Hangar,https://himalayas.app/companies/hire-hangar
25,Libertex Group,https://himalayas.app/companies/libertexgroup
26,Recidiviz,https://himalayas.app/companies/recidiviz
27,"World Insurance Associates, LLC.",https://himalayas.app/companies/world-insurance-associates-llc
28,ComCap,https://himalayas.app/companies/comcap
29,NMI,https://himalayas.app/companies/nmi
30,Fusemachines,https://himalayas.app/companies/fusemachines
31,Valerie Group,https://himalayas.app/companies/valerie-group
32,NielsenIQ,https://himalayas.app/companies/nielseniq
33,Alpaca,https://himalayas.app/companies/alpaca
34,Stio,https://himalayas.app/companies/stio
35,Panterra Global Ltd,https://himalayas.app/companies/panterra-global-ltd
36,Builders FirstSource,https://himalayas.app/companies/builders-firstsource
37,KultreMedia LLC,https://himalayas.app/companies/kultremedia-llc
38,Netomi,https://himalayas.app/companies/netomi
39,9amHealth,https://himalayas.app/companies/9amhealth
40,Phase2,https://himalayas.app/companies/phase2
41,Alter Solutions,https://himalayas.app/companies/alter-solutions
42,The Kraft Heinz Company,https://himalayas.app/companies/kraftheinz
43,Capgemini Technology Services,https://himalayas.app/companies/capgemini-technology-services
44,NextGen Healthcare,https://himalayas.app/companies/nextgen-healthcare
45,Mercor,https://himalayas.app/companies/work-mercor
46,TELUS International AI Inc,https://himalayas.app/companies/telus-international-ai-inc
47,Keyrus,https://himalayas.app/companies/keyrus
48,Monocle Solutions,https://himalayas.app/companies/monocle-solutions
49,NearSource Technologies,https://himalayas.app/companies/nearsource-technologies
50,KMC Solutions Inc,https://himalayas.app/companies/kmc-solutions-inc
51,Ryz Labs,https://himalayas.app/companies/ryz-labs
52,Resident,https://himalayas.app/companies/resident
53,Monzo,https://himalayas.app/companies/monzo
54,Ministry of Education,https://himalayas.app/companies/ministry-of-education
55,Lodgify,https://himalayas.app/companies/lodgify
56,Lean Tech,https://himalayas.app/companies/lean-tech
57,Highmark Health,https://himalayas.app/companies/highmark-health
58,Jobs for Humanity,https://himalayas.app/companies/jobs-for-humanity
59,Valce Talent Solutions,https://himalayas.app/companies/valce-talent-solutions
60,"HOME DEPOT U.S.A., INC.",https://himalayas.app/companies/home-depot-u-s-a-inc
61,Sigma Software,https://himalayas.app/companies/sigma-software-e561c036-16e4-4b2c-aa28-a33af9f3750b
62,Walmart - Internal,https://himalayas.app/companies/walmart-com
63,"Siegen HR Solutions, Inc.",https://himalayas.app/companies/siegen-hr-solutions-inc
64,Red Robin,https://himalayas.app/companies/red-robin
65,Careerswift,https://himalayas.app/companies/careerswift
66,Blueprint,https://himalayas.app/companies/bryanjohnson
67,CRC Group,https://himalayas.app/companies/crc-group
68,Social Discovery Ventures,https://himalayas.app/companies/social-discovery-ventures
69,Danaher,https://himalayas.app/companies/danaher
70,WellBe Senior Medical,https://himalayas.app/companies/wellbe-senior-medical
71,Trax Technologies,https://himalayas.app/companies/trax-technologies
72,LexisNexis,https://himalayas.app/companies/lexisnexis
73,Kraken,https://himalayas.app/companies/kraken
74,Félix,https://himalayas.app/companies/felixpago
75,SBC Performance,https://himalayas.app/companies/sbc-performance
76,WorkWave,https://himalayas.app/companies/workwave
77,GoFasti,https://himalayas.app/companies/gofasti
78,Cardinal Health,https://himalayas.app/companies/cardinal-health
79,Tort Experts,https://himalayas.app/companies/tort-experts
80,Sajix Software Solution Private Limited,https://himalayas.app/companies/sajix-software-solution-private-limited
81,Thndr,https://himalayas.app/companies/thndr
82,Zoetis,https://himalayas.app/companies/zoetis
83,Empassion,https://himalayas.app/companies/empassion
84,Marktine Technology Solutions Pvt Ltd,https://himalayas.app/companies/marktine-technology-solutions-pvt-ltd
85,TTEC Digital,https://himalayas.app/companies/ttec-digital
86,Advarra,https://himalayas.app/companies/advarra
87,PradeepIT Consulting Services Pvt Ltd,https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd
88,Venon Solutions,https://himalayas.app/companies/venon-solutions
89,BetMGM,https://himalayas.app/companies/betmgm
90,Gridlines,https://himalayas.app/companies/gridlines
91,"SpaceCoast AV Consultants, LLC",https://himalayas.app/companies/spacecoast-av-consultants-llc
92,EXL,https://himalayas.app/companies/exl
93,Sedgwick,https://himalayas.app/companies/sedgwick
94,SolutionHealth,https://himalayas.app/companies/solutionhealth
95,Concentrix,https://himalayas.app/companies/concentrix
96,Capitex,https://himalayas.app/companies/capitex
97,Brighty App,https://himalayas.app/companies/brighty-app
98,CrewBloom,https://himalayas.app/companies/crewbloom
99,"ProSidian Consulting, LLC",https://himalayas.app/companies/prosidian-consulting-llc
100,3M Consultancy,https://himalayas.app/companies/3m-consultancy
101,NEXU,https://himalayas.app/companies/nexu
102,LTG,https://himalayas.app/companies/ltg
103,ClickView,https://himalayas.app/companies/clickview
104,Ravio,https://himalayas.app/companies/ravio
105,"Radiance Technologies, Inc.",https://himalayas.app/companies/radiance-technologies-inc
106,Wood Mackenzie Inc.,https://himalayas.app/companies/wood-mackenzie-inc
107,Jonas Software UK & Europe,https://himalayas.app/companies/jonas-software-uk-europe
108,Gridware,https://himalayas.app/companies/gridware-com
109,Talent Shore,https://himalayas.app/companies/talent-shore
110,Claritev,https://himalayas.app/companies/claritev-com
111,NCD,https://himalayas.app/companies/ncd
112,Averna,https://himalayas.app/companies/averna
113,Mondo Unlimited,https://himalayas.app/companies/mondo-unlimited
114,Groundtruth India Pvt Ltd,https://himalayas.app/companies/groundtruth-india-pvt-ltd
115,Pavago,https://himalayas.app/companies/pavago
116,virtualstaff36,https://himalayas.app/companies/virtualstaff36
117,Digital Promise,https://himalayas.app/companies/digital-promise
118,CI&T,https://himalayas.app/companies/ci-t
119,Klikit,https://himalayas.app/companies/klikit
120,OddBytes,https://himalayas.app/companies/oddbytes
121,"HRTx, Inc.",https://himalayas.app/companies/hrtx-inc
122,MultiCare Health System,https://himalayas.app/companies/multicare-health-system
123,"FormFactor, Inc.",https://himalayas.app/companies/formfactor-inc
124,General Dynamics Information Technology,https://himalayas.app/companies/general-dynamics-information-technology
125,Scalepex,https://himalayas.app/companies/scalepex
126,Mission Underwriting Managers,https://himalayas.app/companies/mission-underwriting-managers
127,National University,https://himalayas.app/companies/national-university
128,Virtual Teammate,https://himalayas.app/companies/virtual-teammate
129,Launch Potato,https://himalayas.app/companies/launch-potato
130,Satispay,https://himalayas.app/companies/satispay
131,Ceox Services Ltd,https://himalayas.app/companies/ceox-services-ltd
132,Newsquest Media Group,https://himalayas.app/companies/newsquest-media-group
133,Evotix,https://himalayas.app/companies/evotix
134,Moniepoint,https://himalayas.app/companies/moniepoint
135,Revecore,https://himalayas.app/companies/revecore
136,Precision Medicine Group,https://himalayas.app/companies/precision-medicine-group
137,Source A Rep Pty Ltd,https://himalayas.app/companies/source-a-rep-pty-ltd
138,Gramian Consulting Group,https://himalayas.app/companies/gramian-consulting-group
139,Damia Group,https://himalayas.app/companies/damia-group
140,goodlord,https://himalayas.app/companies/goodlord
141,GrowthPair,https://himalayas.app/companies/growthpair
142,Swish Analytics,https://himalayas.app/companies/swish-analytics
143,Truelogic,https://himalayas.app/companies/truelogic-io
144,Nordic Global,https://himalayas.app/companies/nordic-global
145,Royal Caribbean Group,https://himalayas.app/companies/royal-caribbean-group
146,Spartan Investment Group,https://himalayas.app/companies/spartan-investment-group
147,Aliancers,https://himalayas.app/companies/aliancers
148,Elder Research,https://himalayas.app/companies/elder-research
149,TechBiz Global,https://himalayas.app/companies/techbiz-global
150,Luminare Health,https://himalayas.app/companies/luminare-health
151,Expert VA,https://himalayas.app/companies/expert-va
152,VendueTech,https://himalayas.app/companies/venduetech
153,Remote Raven,https://himalayas.app/companies/remote-raven
154,Machinify,https://himalayas.app/companies/machinify
155,DaCodes,https://himalayas.app/companies/dacodes
156,CooperCompanies,https://himalayas.app/companies/coopercompanies
157,Free2move,https://himalayas.app/companies/free2move
158,Precision AQ,https://himalayas.app/companies/precision-aq
159,Solana Foundation,https://himalayas.app/companies/solanalabs
160,NECSWS,https://himalayas.app/companies/necsws
161,Sphera,https://himalayas.app/companies/sphera
162,ComputerCare,https://himalayas.app/companies/computercare
163,Everest Technologies,https://himalayas.app/companies/everesttechnologies
164,Arch Capital Group Ltd.,https://himalayas.app/companies/arch-capital-group-ltd
165,SmithRx,https://himalayas.app/companies/smithrx
166,DLH Corporation,https://himalayas.app/companies/dlh-corporation
167,Palta,https://himalayas.app/companies/palta
168,Deploy,https://himalayas.app/companies/deploy
169,Tabby,https://himalayas.app/companies/tabby
170,Intertek,https://himalayas.app/companies/intertek
171,ALDIA,https://himalayas.app/companies/aldia
172,Remote,https://himalayas.app/companies/remote
173,The Preferred Supplier,https://himalayas.app/companies/the-preferred-supplier
174,Owens & Minor,https://himalayas.app/companies/owens-minor
175,Marrina Decisions,https://himalayas.app/companies/marrina-decisions
176,WATI,https://himalayas.app/companies/wati
177,Paired,https://himalayas.app/companies/paired-so
178,Clover Health,https://himalayas.app/companies/clover-health
179,Engine,https://himalayas.app/companies/engine
180,Remote VA,https://himalayas.app/companies/remote-va
181,Ededge Learning,https://himalayas.app/companies/ededge-learning
182,Printful,https://himalayas.app/companies/printful
183,Axuall,https://himalayas.app/companies/axuall
184,Mama Money,https://himalayas.app/companies/mama-money
185,R2,https://himalayas.app/companies/r2
186,Lite e-Commerce,https://himalayas.app/companies/lite-e-commerce
187,"Stride, Inc.",https://himalayas.app/companies/stride-inc
188,AssistRx,https://himalayas.app/companies/assistrx
189,24 Hours Group,https://himalayas.app/companies/24-hours-group
190,Walker & Dunlop,https://himalayas.app/companies/walker-dunlop
191,Trader Interactive,https://himalayas.app/companies/trader-interactive
192,Aptive,https://himalayas.app/companies/aptive
193,Binance,https://himalayas.app/companies/binance
194,Venbrook,https://himalayas.app/companies/venbrook
195,Versant Health,https://himalayas.app/companies/versant-health
196,Cozey,https://himalayas.app/companies/cozey
197,Genesis,https://himalayas.app/companies/genesis
198,Sentara Health,https://himalayas.app/companies/sentara-health
199,Linktree,https://himalayas.app/companies/linktree
200,SteelSeries,https://himalayas.app/companies/steelseries
201,Bold,https://himalayas.app/companies/bold
202,TELUS Digital,https://himalayas.app/companies/telus-digital
203,LifeWay Christian Resources,https://himalayas.app/companies/lifeway-christian-resources
204,Molina Healthcare,https://himalayas.app/companies/molina-healthcare
205,Ethos,https://himalayas.app/companies/ethos
206,Dadosfera,https://himalayas.app/companies/dadosfera
207,Credit Acceptance,https://himalayas.app/companies/credit-acceptance
208,Travel + Leisure Co.,https://himalayas.app/companies/travel-leisure-co
209,Algomarketing,https://himalayas.app/companies/algomarketing
210,Centene Corporation,https://himalayas.app/companies/centene-corporation
211,Seneca Holdings,https://himalayas.app/companies/seneca-holdings
212,Data Ideology,https://himalayas.app/companies/data-ideology
213,"Walter Bacon, LLC",https://himalayas.app/companies/walter-bacon-llc
214,Polk,https://himalayas.app/companies/polk
215,Central Health,https://himalayas.app/companies/central-health
216,Statista,https://himalayas.app/companies/statista
217,EnableComp,https://himalayas.app/companies/enablecomp
218,Vesta Software Group,https://himalayas.app/companies/vesta-software-group
219,InPost,https://himalayas.app/companies/inpost
220,robusta,https://himalayas.app/companies/robusta
221,My Amazon Guy,https://himalayas.app/companies/my-amazon-guy
222,RightNow Media,https://himalayas.app/companies/rightnow-media
223,TripleTen,https://himalayas.app/companies/tripleten
224,Sysco,https://himalayas.app/companies/sysco
225,Aledade,https://himalayas.app/companies/aledade
226,ProArch,https://himalayas.app/companies/proarch
227,Spring Health,https://himalayas.app/companies/spring-health
228,Sensedia,https://himalayas.app/companies/sensedia
229,MTM LLC,https://himalayas.app/companies/mtm-llc
230,Lifelancer,https://himalayas.app/companies/lifelancer
231,Workhuman,https://himalayas.app/companies/workhuman
232,Zipdev,https://himalayas.app/companies/zipdev
233,Chess.com,https://himalayas.app/companies/chess-com
234,Pearson,https://himalayas.app/companies/pearson
235,Indigo Beam Consulting,https://himalayas.app/companies/indigo-beam-consulting
236,Prezi,https://himalayas.app/companies/prezi
237,BM Digital,https://himalayas.app/companies/bm-digital
238,Civic Nation,https://himalayas.app/companies/civic-nation
239,Dedale Intelligence,https://himalayas.app/companies/dedale-intelligence
240,Nordson Corporation,https://himalayas.app/companies/nordson-corporation
241,Global Healthcare Exchange (GHX),https://himalayas.app/companies/global-healthcare-exchange-ghx
242,TLVTech,https://himalayas.app/companies/tlvtech
243,Gamesight,https://himalayas.app/companies/gamesight
244,Exclusive Networks USA,https://himalayas.app/companies/exclusive-networks-usa
245,HopSkipDrive,https://himalayas.app/companies/hopskipdrive
246,Everbridge,https://himalayas.app/companies/everbridge
247,Institute for Humane Studies,https://himalayas.app/companies/institute-for-humane-studies
248,SQLI,https://himalayas.app/companies/sqli
249,Connexus Credit Union,https://himalayas.app/companies/connexus-credit-union
250,Digital Harbor Foundation,https://himalayas.app/companies/digital-harbor-foundation
251,Deel,https://himalayas.app/companies/deel
252,Helprise,https://himalayas.app/companies/helprise
253,Bounteous,https://himalayas.app/companies/bounteous
254,Cube Asia,https://himalayas.app/companies/cube-asia
255,micro1,https://himalayas.app/companies/micro1
256,Online River,https://himalayas.app/companies/online-river
257,Sagility,https://himalayas.app/companies/sagility
258,Mercedes-Benz.io GmbH,https://himalayas.app/companies/mercedes-benz-io-gmbh
259,"Ryder System, Inc.",https://himalayas.app/companies/ryder-system-inc
260,Lennor Group,https://himalayas.app/companies/lennor-group
261,Included Health,https://himalayas.app/companies/included-health
262,Comcast,https://himalayas.app/companies/comcast
263,OneMagnify,https://himalayas.app/companies/onemagnify
264,BHG Financial,https://himalayas.app/companies/bhg-financial
265,Photon Interactive UK Limited,https://himalayas.app/companies/photon-interactive-uk-limited
266,Overmind,https://himalayas.app/companies/overmind
267,Antenna Group,https://himalayas.app/companies/antenna-group
268,Inetum,https://himalayas.app/companies/inetum
269,Brighton Health Plan Solutions,https://himalayas.app/companies/brighton-health-plan-solutions
270,Loadsmart,https://himalayas.app/companies/loadsmart
271,RELX,https://himalayas.app/companies/relx
272,Anaconda,https://himalayas.app/companies/anaconda
273,CorroHealth,https://himalayas.app/companies/corrohealth
274,Lendbuzz,https://himalayas.app/companies/lendbuzz
275,ERG,https://himalayas.app/companies/erg
276,Public Consulting Group,https://himalayas.app/companies/public-consulting-group
277,Arcadia,https://himalayas.app/companies/arcadia-io
278,Trustonic,https://himalayas.app/companies/trustonic
279,Stand Together,https://himalayas.app/companies/stand-together
280,Onclusive,https://himalayas.app/companies/onclusive
281,Nift,https://himalayas.app/companies/gonift
282,Abbott,https://himalayas.app/companies/abbott
283,Gartner,https://himalayas.app/companies/gtnr
284,Lightcast,https://himalayas.app/companies/lightcast
285,SCAN,https://himalayas.app/companies/scan
286,829 Studios,https://himalayas.app/companies/829-studios
287,Jeeves,https://himalayas.app/companies/jeeves
288,Smallpdf,https://himalayas.app/companies/smallpdf
289,Icon Health,https://himalayas.app/companies/icon-health
290,Octave,https://himalayas.app/companies/octave
291,AUTODOC,https://himalayas.app/companies/autodoc
292,Trengo,https://himalayas.app/companies/trengo
293,DTN,https://himalayas.app/companies/dtn
294,Ablefy,https://himalayas.app/companies/ablefy
295,Sporty Group,https://himalayas.app/companies/sporty-group
296,DataCatalyst LLC,https://himalayas.app/companies/datacatalyst-llc
297,Blue Cross Blue Shield of Arizona,https://himalayas.app/companies/blue-cross-blue-shield-of-arizona
298,JerseySTEM,https://himalayas.app/companies/jerseystem
299,DataSmart Point,https://himalayas.app/companies/datasmart-point
300,Kainos,https://himalayas.app/companies/kainos
301,Upgrade,https://himalayas.app/companies/upgrade
302,"WiredPeople, Inc.",https://himalayas.app/companies/wiredpeople-inc
303,Sequoia Connect,https://himalayas.app/companies/sequoia-connect
304,Libra Solutions,https://himalayas.app/companies/libra-solutions
305,eClerx,https://himalayas.app/companies/eclerx
306,dentsu international,https://himalayas.app/companies/dentsu-international
307,Remote Recruitment,https://himalayas.app/companies/remote-recruitment
308,BH Properties,https://himalayas.app/companies/bh-properties
309,Javvy Coffee,https://himalayas.app/companies/javvy-coffee
310,US Federal Solutions,https://himalayas.app/companies/us-federal-solutions
311,Children's Wisconsin,https://himalayas.app/companies/children-s-wisconsin
312,OpenSesame,https://himalayas.app/companies/opensesame
313,airSlate,https://himalayas.app/companies/airslate
314,Mission Lane,https://himalayas.app/companies/mission-lane
315,Berkeley Square IT,https://himalayas.app/companies/berkeley-square-it
316,Reserv,https://himalayas.app/companies/reserv
317,Openly,https://himalayas.app/companies/openly
318,AdvantAge Ontario - Advancing Senior Care,https://himalayas.app/companies/advantage-ontario-advancing-senior-care
319,CU Medicine,https://himalayas.app/companies/cu-medicine
320,200510503Z Thermo Fisher Scientific Pte. Ltd.,https://himalayas.app/companies/200510503z-thermo-fisher-scientific-pte-ltd
321,Arkatechture,https://himalayas.app/companies/arkatechture
322,Tuesday Health,https://himalayas.app/companies/tuesday-health
323,Autodesk,https://himalayas.app/companies/autodesk
324,EUROPEAN DYNAMICS,https://himalayas.app/companies/european-dynamics
325,SpeedlineHub,https://himalayas.app/companies/speedlinehub
326,Teladoc Health,https://himalayas.app/companies/teladoc-health
327,Teya,https://himalayas.app/companies/teya
328,ImEx Cargo,https://himalayas.app/companies/imex-cargo
329,Lago,https://himalayas.app/companies/hirelago
330,Drivetrain,https://himalayas.app/companies/drivetrain
331,Navitus Health Solutions,https://himalayas.app/companies/navitus-health-solutions
332,Providence,https://himalayas.app/companies/providence
333,Sarnova,https://himalayas.app/companies/sarnova
334,Next Move Healthcare,https://himalayas.app/companies/next-move-healthcare
335,GoHenry,https://himalayas.app/companies/gohenry
336,Public Service Division,https://himalayas.app/companies/public-service-division
337,Habitat Health,https://himalayas.app/companies/habitat-health
338,Zippi,https://himalayas.app/companies/zippi
339,QS Quacquarelli Symonds,https://himalayas.app/companies/qs-quacquarelli-symonds
340,Pearl Health,https://himalayas.app/companies/pearl-health
341,Kyivstar,https://himalayas.app/companies/kyivstar
342,Tiger Analytics,https://himalayas.app/companies/tiger-analytics
343,Aimpoint Digital,https://himalayas.app/companies/aimpoint-digital
344,Buxton,https://himalayas.app/companies/buxton
345,Health Network One,https://himalayas.app/companies/health-network-one
346,Guidehouse,https://himalayas.app/companies/guidehouse
347,CommandLink,https://himalayas.app/companies/ats-rippling
348,NetBrain,https://himalayas.app/companies/netbrain
349,"Eastwood & Cleef, LLC",https://himalayas.app/companies/eastwood-cleef-llc
350,ConnectPrep,https://himalayas.app/companies/connectprep
351,Berkeley Research Group,https://himalayas.app/companies/berkeley-research-group
352,Crowdstrike,https://himalayas.app/companies/crowdstrike
